Lane_N_Count,Lane_S_Count,Lane_E_Count,Lane_W_Count,Congestion_N,Congestion_S,Congestion_E,Congestion_W,Current_Green_Lane,Green_Timer_Remaining,Event_Type,Event_Lane,Congestion_Level,Optimal_Action,Signal_Duration
33,38,35,31,91.2,79.9,82,67,E,12,Ambulance,N,Severe,GREEN_N,35
38,46,53,42,100,100,100,98.4,W,19,Ambulance,N,Severe,GREEN_N,35
50,52,45,40,95.9,100,100,100,N,22,Ambulance,W,Severe,GREEN_W,35
42,35,45,45,99.1,91.1,100,100,N,6,Ambulance,E,Severe,GREEN_E,35
44,34,39,55,100,96.9,100,100,S,45,Normal,None,Severe,GREEN_N,82
47,39,37,47,100,96.6,100,100,S,31,Normal,None,Severe,GREEN_W,71
18,12,22,11,76.4,45.2,68,45.7,N,27,Ambulance,N,High,GREEN_N,35
33,38,26,21,90.1,71.1,81,77.9,W,20,Ambulance,N,Severe,GREEN_N,35
27,9,25,25,73,40.9,61.5,52.3,E,6,Normal,None,High,GREEN_N,53
32,24,33,25,81.3,76.5,79.1,93,S,21,Ambulance,W,Severe,GREEN_W,35
45,35,43,53,100,100,100,100,N,6,Normal,None,Severe,GREEN_W,55
51,42,50,39,98.2,92.7,100,100,W,9,Ambulance,W,Severe,GREEN_W,35
14,5,4,12,42.2,55.6,25.8,42.7,S,7,Ambulance,S,Moderate,GREEN_S,35
54,37,48,55,97.2,96.1,100,98.9,N,34,Ambulance,E,Severe,GREEN_E,35
12,15,15,14,31.9,35.8,33.6,25.8,W,10,Normal,None,Moderate,GREEN_S,45
2,14,4,7,16.6,42.3,49.3,29.4,S,3,Ambulance,E,Moderate,GREEN_E,35
15,18,14,10,56.9,65.7,61.6,44,E,17,Breakdown,W,High,GREEN_S,48
9,11,13,15,19.3,27,54.3,42.3,N,21,Breakdown,S,Moderate,GREEN_E,36
10,12,10,3,37.8,28.6,27.6,27.3,E,29,Ambulance,N,Low,GREEN_N,35
18,31,32,29,76.1,84.9,84.1,94.9,S,50,Normal,None,Severe,GREEN_W,72
19,22,17,28,53,63.8,77,61.3,N,45,Breakdown,S,High,GREEN_E,50
23,14,15,11,58.7,53.6,61.8,58.3,N,48,Normal,None,High,GREEN_E,59
9,15,14,5,45.7,32.1,36.9,19.7,E,11,Ambulance,N,Moderate,GREEN_N,35
9,8,22,13,53.9,52.8,71.8,48.2,W,14,Ambulance,E,High,GREEN_E,35
3,14,3,8,16,45.7,28.9,35.5,N,21,Normal,None,Moderate,GREEN_S,35
16,24,25,24,55.9,59.1,69.4,53.4,S,21,Normal,None,High,GREEN_E,45
23,26,38,27,75.9,91.3,84.6,75.1,W,39,Normal,None,Severe,GREEN_S,63
31,24,19,19,92.1,72.2,79.6,66.4,E,36,Normal,None,Severe,GREEN_N,61
25,22,22,39,88.6,71.9,65.3,76.5,N,32,Normal,None,High,GREEN_N,52
2,10,11,14,13.3,24.9,37.7,50.4,N,20,Normal,None,Moderate,GREEN_W,33
44,36,42,45,96.4,99.6,97.4,100,N,33,Ambulance,W,Severe,GREEN_W,35
28,25,22,34,80.7,68.6,65.5,92.1,N,6,Normal,None,Severe,GREEN_W,58
47,54,49,46,100,100,100,99.5,W,8,Normal,None,Severe,GREEN_E,74
40,37,47,38,100,94.9,96.7,100,N,56,Normal,None,Severe,GREEN_N,69
3,10,11,2,24.2,41.6,36.5,23.6,E,3,Normal,None,Moderate,GREEN_S,50
22,19,35,34,73.2,75.4,79.9,86.2,S,7,Normal,None,Severe,GREEN_W,57
20,37,40,22,85.9,77.8,73.1,68.7,S,5,Breakdown,S,Severe,GREEN_N,58
33,25,32,34,89.7,66.7,83.2,71.3,E,34,Normal,None,Severe,GREEN_N,81
34,39,40,34,88.8,69.2,77.1,80.4,S,25,Normal,None,Severe,GREEN_N,77
7,10,11,4,33.4,49.7,42.2,18.3,E,11,Normal,None,Moderate,GREEN_S,40
21,19,19,12,71.1,63,58.1,56.5,S,8,Ambulance,N,High,GREEN_N,35
23,41,30,25,79.8,97.7,82.7,80.9,W,20,Ambulance,S,Severe,GREEN_S,35
2,2,1,11,22.9,19.8,22.8,63.6,S,22,Normal,None,Moderate,GREEN_W,38
40,55,33,41,100,100,97.4,100,S,44,Normal,None,Severe,GREEN_S,81
38,33,49,46,100,100,98.2,97.6,E,1,Ambulance,N,Severe,GREEN_N,35
14,13,15,14,37.9,44.2,28.5,23.7,E,33,Normal,None,Moderate,GREEN_S,36
39,52,50,43,98.5,100,100,100,E,4,Ambulance,E,Severe,GREEN_E,35
4,6,1,1,56.3,43.8,21.8,23.7,S,13,Ambulance,N,Moderate,GREEN_N,35
39,20,34,35,83.9,64.3,69.3,90.3,S,37,Normal,None,Severe,GREEN_W,55
5,1,6,9,35.4,45,33.5,35.2,W,11,Ambulance,S,Moderate,GREEN_S,35
24,21,15,19,56.6,62,52.4,73.3,W,10,Ambulance,W,High,GREEN_W,35
36,27,29,33,79.5,94.3,70.6,78.6,E,10,Ambulance,S,Severe,GREEN_S,35
31,32,21,34,70.1,74.1,74.7,81.6,E,32,Ambulance,W,High,GREEN_W,35
40,38,39,24,75.5,84.1,97.7,77.8,W,57,Normal,None,Severe,GREEN_E,69
15,9,10,15,49,22.4,28.5,39.3,W,22,Normal,None,Moderate,GREEN_N,32
44,34,44,34,100,94.7,100,100,N,28,Ambulance,E,Severe,GREEN_E,35
2,4,10,2,22,21.8,56.4,63,E,32,Ambulance,W,Moderate,GREEN_W,35
19,17,10,17,76.6,63.6,53.9,60.8,E,31,Normal,None,High,GREEN_N,55
12,4,9,1,40.2,51.9,30.7,11.2,N,2,Normal,None,Moderate,GREEN_S,33
46,44,50,45,100,100,95.9,100,W,55,Normal,None,Severe,GREEN_S,57
32,46,36,44,100,100,92.7,100,W,4,Ambulance,N,Severe,GREEN_N,35
27,15,21,8,65.3,52.5,78.7,53,S,16,Ambulance,E,High,GREEN_E,35
47,37,52,52,100,93.7,100,95.1,S,8,Ambulance,E,Severe,GREEN_E,35
11,3,15,3,29.8,13.1,39.5,47.2,W,27,Ambulance,W,Moderate,GREEN_W,35
40,32,52,41,100,97.5,100,100,N,52,Normal,None,Severe,GREEN_E,79
22,23,20,17,59.2,55.4,59.2,69.7,S,29,Normal,None,High,GREEN_W,62
37,55,44,41,100,100,100,100,N,16,Normal,None,Severe,GREEN_E,79
40,44,42,45,99.7,100,96.3,100,E,61,Normal,None,Severe,GREEN_W,63
18,28,21,22,70,77.1,68.5,83,W,24,Normal,None,High,GREEN_W,51
9,8,11,16,49.3,75.3,57.6,61.8,W,28,Ambulance,S,High,GREEN_S,35
21,11,24,24,65.5,56.3,56,54.9,N,22,Normal,None,High,GREEN_N,48
22,40,20,42,98,84.3,70.5,75.7,E,15,Ambulance,N,Severe,GREEN_N,35
10,10,5,6,30.1,41.6,54.2,32.4,N,7,Ambulance,E,Moderate,GREEN_E,35
7,6,3,13,37.7,34.4,14.2,48.4,E,21,Normal,None,Moderate,GREEN_W,32
39,40,35,32,79.9,95.3,80.6,68,W,56,Normal,None,Severe,GREEN_S,71
44,49,34,47,100,100,93.6,100,N,43,Normal,None,Severe,GREEN_W,64
47,32,50,35,100,100,97.6,91.9,W,44,Normal,None,Severe,GREEN_N,58
15,5,12,7,39.4,23.7,34.2,20.7,E,8,Normal,None,Low,GREEN_N,23
39,53,54,38,100,100,98.4,93.3,N,21,Normal,None,Severe,GREEN_S,59
25,36,29,35,91.6,83.3,71.6,82.2,E,1,Ambulance,N,Severe,GREEN_N,35
15,13,1,14,32.1,40.6,50,27.9,N,18,Ambulance,E,Moderate,GREEN_E,35
15,8,14,10,60.4,47.8,71.3,48.9,N,19,Normal,None,High,GREEN_E,58
21,24,38,31,77.5,72.3,72.6,72.9,W,33,Normal,None,High,GREEN_N,55
18,22,18,23,50.1,63.2,57.9,74.8,E,26,Normal,None,High,GREEN_W,58
33,51,33,54,96.9,96.8,100,100,W,7,Ambulance,W,Severe,GREEN_W,35
28,32,21,20,79.8,93.9,78.5,77.4,N,50,Normal,None,Severe,GREEN_S,59
11,6,5,12,37.1,18.5,27.4,44.3,E,7,Ambulance,W,Moderate,GREEN_W,35
32,40,53,54,97.7,100,100,97.1,N,68,Normal,None,Severe,GREEN_E,81
29,27,36,24,70.6,68.2,74.1,72,W,40,Normal,None,High,GREEN_E,57
10,6,13,8,26.6,31.1,43.9,25.5,S,1,Ambulance,E,Moderate,GREEN_E,35
15,21,16,24,50.4,59.9,45.7,57.5,E,3,Normal,None,Moderate,GREEN_S,41
42,46,54,37,100,100,95.9,100,E,75,Normal,None,Severe,GREEN_N,78
20,39,38,39,78.2,75.3,74.3,90.6,E,76,Normal,None,Severe,GREEN_W,81
53,53,46,47,96.2,96.4,100,100,N,4,Breakdown,N,Severe,GREEN_E,79
12,11,8,4,31.5,27.9,34.5,21.8,S,5,Ambulance,E,Low,GREEN_E,35
34,52,52,35,93,100,100,96.6,E,24,Normal,None,Severe,GREEN_E,77
51,33,35,45,100,97.7,96.7,100,E,21,Normal,None,Severe,GREEN_N,68
34,49,46,48,97.8,100,100,98,S,14,Ambulance,E,Severe,GREEN_E,35
39,49,46,51,100,100,94.4,100,S,6,Ambulance,W,Severe,GREEN_W,35
47,52,39,53,100,100,97.3,100,N,13,Ambulance,W,Severe,GREEN_W,35
37,41,21,41,78,74.7,65.6,84.6,W,30,Ambulance,W,High,GREEN_W,35
9,27,23,23,54.3,61.9,62,72,S,20,Breakdown,N,High,GREEN_W,55
13,16,19,28,48.6,47,73.6,58.7,S,4,Normal,None,High,GREEN_E,61
37,26,40,41,75.6,79.7,79.7,83,S,19,Ambulance,W,Severe,GREEN_W,35
45,44,41,48,98.7,100,100,100,W,34,Normal,None,Severe,GREEN_S,55
10,11,13,7,42.3,32.9,28.1,30.8,W,32,Ambulance,N,Moderate,GREEN_N,35
12,7,8,5,32.5,22.1,24.6,23.5,W,19,Ambulance,N,Low,GREEN_N,35
2,14,13,4,25.7,48.5,55.1,25.5,W,24,Normal,None,Moderate,GREEN_E,41
53,43,49,39,100,93.7,100,100,N,10,Ambulance,E,Severe,GREEN_E,35
12,14,1,5,38.7,44.6,10.5,19,W,9,Normal,None,Low,GREEN_S,18
35,39,29,42,67.6,78.6,70,72.2,S,6,Normal,None,High,GREEN_S,46
16,28,24,14,54.9,57.7,57.5,69.7,N,10,Ambulance,W,High,GREEN_W,35
35,32,40,51,100,100,95.5,100,N,66,Normal,None,Severe,GREEN_W,68
14,10,9,10,58.6,72.8,60.2,52.7,W,9,Normal,None,High,GREEN_S,49
12,8,1,11,31,56.4,22.3,42.9,N,28,Ambulance,S,Moderate,GREEN_S,35
15,12,11,5,31.6,35.4,41.8,20.9,S,31,Ambulance,E,Moderate,GREEN_E,35
2,7,5,11,12.5,36.1,54.8,48.7,E,14,Ambulance,E,Moderate,GREEN_E,35
33,19,26,40,78.4,65.5,69,77.4,W,14,Normal,None,High,GREEN_N,62
14,21,13,18,53,61.7,45.5,57.7,E,34,Ambulance,S,Moderate,GREEN_S,35
32,41,33,33,68.7,74.9,78.7,77.8,W,18,Normal,None,High,GREEN_E,60
41,42,22,33,86.5,75.9,76.8,78.7,N,28,Ambulance,N,Severe,GREEN_N,35
37,34,21,40,94.2,78.9,65.6,85.5,W,26,Normal,None,Severe,GREEN_N,60
12,12,5,14,53.4,37.6,14.5,42.6,W,26,Ambulance,N,Moderate,GREEN_N,35
7,14,1,14,25.1,44.8,18.8,57.6,N,5,Normal,None,Moderate,GREEN_W,36
18,25,26,41,78.7,69.2,82.6,85.9,E,25,Normal,None,Severe,GREEN_W,63
34,20,30,33,75.4,68.7,79.4,80.7,N,17,Ambulance,W,Severe,GREEN_W,35
38,42,46,40,92.2,100,100,94.1,E,12,Ambulance,E,Severe,GREEN_E,35
28,21,39,38,88.2,69.8,79.9,78.5,S,13,Ambulance,N,Severe,GREEN_N,35
50,34,55,44,100,95.1,100,93.1,N,35,Normal,None,Severe,GREEN_E,73
38,39,55,51,100,100,100,94.9,E,7,Ambulance,E,Severe,GREEN_E,35
8,20,15,20,51.3,65.6,55.9,61.8,N,38,Breakdown,W,High,GREEN_S,49
40,48,39,53,99.6,100,100,100,E,5,Normal,None,Severe,GREEN_W,70
45,53,54,38,92.1,100,100,100,S,50,Normal,None,Severe,GREEN_W,75
27,36,35,37,80.1,72.5,82.7,90,N,45,Normal,None,Severe,GREEN_W,61
5,1,12,2,26.5,19.1,59.9,19.9,E,28,Normal,None,Moderate,GREEN_E,43
33,39,50,40,100,100,100,100,E,19,Ambulance,N,Severe,GREEN_N,35
51,45,38,42,100,100,100,100,E,16,Breakdown,E,Severe,GREEN_N,70
13,16,14,18,48.8,49.3,72.5,65,S,27,Normal,None,High,GREEN_E,63
8,16,27,19,47,48.1,63.6,57.4,W,29,Normal,None,Moderate,GREEN_E,47
34,25,37,26,80.3,76.3,74.9,77.5,E,53,Normal,None,Severe,GREEN_N,72
38,51,53,45,100,100,100,100,S,45,Breakdown,S,Severe,GREEN_N,56
26,41,18,36,76.5,75.4,71.3,74.2,N,13,Normal,None,High,GREEN_N,52
40,38,51,41,100,100,100,100,E,40,Breakdown,E,Severe,GREEN_W,65
37,55,49,52,100,100,100,100,N,46,Normal,None,Severe,GREEN_W,71
29,41,20,39,80.2,93.6,63.1,72.9,W,66,Normal,None,Severe,GREEN_S,75
20,28,25,32,76.4,77.3,76.1,75.9,E,6,Ambulance,S,Severe,GREEN_S,35
21,38,37,18,71.5,87.4,81.9,94.1,W,33,Ambulance,W,Severe,GREEN_W,35
26,13,20,22,65.2,76.9,54.2,53.4,E,29,Ambulance,S,High,GREEN_S,35
14,10,7,2,46.7,33.4,21.7,12.4,W,21,Normal,None,Low,GREEN_N,34
38,21,27,38,70.6,73.7,78.3,90.7,N,58,Normal,None,Severe,GREEN_W,64
18,22,13,13,63.1,59.8,47.5,56.5,S,7,Ambulance,N,High,GREEN_N,35
6,3,8,11,29,26.5,27.9,34.9,E,11,Ambulance,W,Low,GREEN_W,35
37,40,19,24,73.8,79.2,65.8,71.2,E,16,Ambulance,S,High,GREEN_S,35
8,11,7,11,31.9,28.3,34.6,48.9,S,16,Normal,None,Moderate,GREEN_W,49
33,54,33,36,94.1,100,100,98.8,E,73,Normal,None,Severe,GREEN_S,78
21,30,41,22,72.6,77.7,89.1,75.7,E,45,Breakdown,W,Severe,GREEN_E,66
12,3,2,12,48.8,25.4,15.6,54.5,W,25,Ambulance,W,Moderate,GREEN_W,35
39,27,20,37,89.2,71.6,75.7,82.7,E,47,Breakdown,W,Severe,GREEN_N,61
25,13,25,27,76.6,57,57.7,63.2,N,23,Ambulance,N,High,GREEN_N,35
24,32,24,21,77.8,81.6,72.5,81.4,N,60,Normal,None,Severe,GREEN_S,81
48,52,45,42,100,100,93.2,100,W,74,Normal,None,Severe,GREEN_N,78
20,8,19,25,56.9,70.2,55.6,58.3,W,6,Ambulance,S,High,GREEN_S,35
36,35,18,26,83.2,77.7,69.3,88.5,W,17,Ambulance,W,Severe,GREEN_W,35
20,24,14,11,74.5,62.2,47.2,56.3,W,38,Breakdown,E,High,GREEN_N,61
3,15,9,2,23.6,49.2,63.9,17.3,E,3,Breakdown,S,Moderate,GREEN_E,34
18,9,28,21,58.1,44.6,63.4,53.2,N,30,Normal,None,Moderate,GREEN_E,48
21,21,18,24,78.6,88.6,80.2,83.3,S,16,Normal,None,Severe,GREEN_S,55
12,5,4,11,42.5,31.3,29.8,48.7,S,17,Normal,None,Moderate,GREEN_W,45
37,33,30,40,87.8,69.1,71.8,77.4,S,38,Normal,None,Severe,GREEN_N,81
42,36,29,40,76.5,90.1,65,75,W,27,Ambulance,S,Severe,GREEN_S,35
15,2,3,13,40.6,18.7,22.2,53.9,S,20,Breakdown,S,Moderate,GREEN_W,33
25,28,34,38,84.1,77.2,78.9,71,S,5,Ambulance,N,Severe,GREEN_N,35
33,33,29,29,73.1,72,92.2,80.5,S,28,Ambulance,E,Severe,GREEN_E,35
10,26,19,8,46.3,77.1,62.2,46.4,N,45,Normal,None,High,GREEN_S,57
11,13,26,26,55,48,81.8,68.1,S,38,Normal,None,High,GREEN_E,49
33,55,42,34,100,100,93.4,100,N,11,Ambulance,N,Severe,GREEN_N,35
19,9,24,28,60.8,53.3,53.8,64.9,E,25,Normal,None,High,GREEN_W,64
27,27,25,11,63.8,53.1,61,70.8,N,15,Normal,None,High,GREEN_W,58
43,35,42,45,100,99.9,100,100,W,15,Ambulance,W,Severe,GREEN_W,35
8,3,5,8,32.6,21.2,22.6,34.4,N,13,Ambulance,W,Low,GREEN_W,35
46,52,33,47,100,100,98,100,E,2,Ambulance,W,Severe,GREEN_W,35
24,10,24,9,71.6,54,60.4,46.7,E,9,Normal,None,High,GREEN_N,55
26,37,26,29,75.1,82.4,72.9,78.5,W,36,Normal,None,Severe,GREEN_S,59
22,39,22,20,81.7,74.6,68.7,94.9,S,44,Normal,None,Severe,GREEN_W,67
1,9,3,14,10.7,34.4,26.8,45.5,W,9,Normal,None,Low,GREEN_W,17
49,45,47,33,100,100,100,92.4,E,56,Breakdown,W,Severe,GREEN_E,57
11,23,28,19,42.1,74.7,62.7,52.9,W,3,Ambulance,S,High,GREEN_S,35
25,26,27,28,49.3,57.8,57.6,65.1,N,32,Normal,None,High,GREEN_W,53
41,37,35,36,100,100,100,100,W,51,Normal,None,Severe,GREEN_E,57
38,48,55,47,100,100,100,97.1,S,13,Ambulance,N,Severe,GREEN_N,35
43,48,54,34,100,100,100,92.7,N,29,Ambulance,N,Severe,GREEN_N,35
23,30,42,21,100,79,88.6,77.3,E,28,Ambulance,N,Severe,GREEN_N,35
20,39,41,23,68.7,78.9,81.7,75.7,N,42,Normal,None,Severe,GREEN_E,62
11,9,10,1,39.6,37.8,45.9,18.9,E,20,Normal,None,Moderate,GREEN_E,39
9,10,7,13,25.7,31.5,31.5,37.9,W,19,Ambulance,W,Moderate,GREEN_W,35
41,29,36,32,83,77.3,71.3,81.8,N,51,Normal,None,Severe,GREEN_N,81
13,7,8,4,43.7,29.1,54.8,25.4,S,14,Ambulance,E,Moderate,GREEN_E,35
10,21,12,21,43.1,53.3,47.3,63.4,E,26,Ambulance,W,Moderate,GREEN_W,35
53,45,34,53,95.3,100,96,95.8,W,13,Ambulance,S,Severe,GREEN_S,35
35,40,18,42,68.3,76.2,91.5,84.3,E,17,Ambulance,E,Severe,GREEN_E,35
20,20,9,12,73.2,67.6,53.8,54.7,E,27,Normal,None,High,GREEN_N,46
43,39,43,40,100,96.4,100,96.1,S,28,Normal,None,Severe,GREEN_N,81
32,21,26,21,90.5,67.8,79,81.5,E,48,Normal,None,Severe,GREEN_N,64
12,12,9,11,26,52.1,25.5,38.4,W,24,Ambulance,S,Moderate,GREEN_S,35
41,38,42,40,82.5,74.2,88.8,72.7,W,34,Ambulance,E,Severe,GREEN_E,35
13,1,9,14,39.4,19.6,26.1,32.7,N,30,Normal,None,Low,GREEN_N,32
11,2,7,6,44.2,16.4,24.7,27.1,W,8,Normal,None,Low,GREEN_N,21
38,45,47,49,100,96.8,100,100,W,41,Normal,None,Severe,GREEN_E,64
15,3,5,6,44.2,56.7,25.4,29.2,N,21,Ambulance,S,Moderate,GREEN_S,35
39,45,36,55,95.9,97.8,90.1,100,N,40,Breakdown,S,Severe,GREEN_W,65
10,15,15,9,22,30.3,34.7,24,E,9,Normal,None,Low,GREEN_E,29
5,6,10,3,31.6,26.7,34.6,17,S,9,Normal,None,Low,GREEN_E,14
18,25,18,16,58.1,68.4,52.7,55.5,N,45,Breakdown,N,High,GREEN_S,51
20,41,18,38,74.2,87.6,64.5,80.5,N,13,Ambulance,S,Severe,GREEN_S,35
7,11,1,4,32.6,39.2,50.3,17.9,S,34,Ambulance,E,Moderate,GREEN_E,35
42,35,44,42,97.2,91,100,100,S,31,Ambulance,W,Severe,GREEN_W,35
8,14,25,28,47.2,55.8,65.7,55.3,N,19,Ambulance,E,High,GREEN_E,35
41,26,42,19,75,68.6,73.3,66.5,N,15,Ambulance,N,High,GREEN_N,35
21,19,13,11,53.2,60.9,48.9,49.4,W,24,Normal,None,Moderate,GREEN_S,44
37,21,25,36,73.7,72.9,66.7,88.7,E,19,Normal,None,High,GREEN_W,63
42,53,39,34,100,100,100,95.6,N,17,Ambulance,S,Severe,GREEN_S,35
7,15,11,10,26.3,41.3,53.7,26.9,N,11,Breakdown,S,Moderate,GREEN_E,34
48,46,35,44,100,100,100,92.9,E,26,Ambulance,N,Severe,GREEN_N,35
15,3,12,1,48.4,23.6,62.7,11.6,N,35,Normal,None,Moderate,GREEN_E,36
44,32,33,41,100,93.6,98.8,100,N,22,Ambulance,N,Severe,GREEN_N,35
11,5,4,14,60.2,31.7,21,48.5,N,34,Ambulance,N,Moderate,GREEN_N,35
31,27,23,26,71.8,90,78.8,72,E,11,Ambulance,S,Severe,GREEN_S,35
53,38,35,45,100,92.5,100,100,E,25,Normal,None,Severe,GREEN_N,67
3,4,14,6,58.3,26.9,43.6,34.9,W,29,Breakdown,E,Moderate,GREEN_N,33
13,9,8,13,38.5,53.1,18.7,30.1,N,21,Ambulance,S,Moderate,GREEN_S,35
26,40,19,27,69.8,77,66.8,89.4,N,32,Normal,None,High,GREEN_W,55
51,42,47,34,100,94.6,100,100,N,23,Normal,None,Severe,GREEN_W,78
23,23,14,16,60.4,62.9,52.5,70.4,N,9,Normal,None,High,GREEN_W,55
19,30,27,38,78.4,89.8,78.7,84.5,W,12,Breakdown,N,Severe,GREEN_S,63
15,23,14,8,61.8,67.6,48.6,54.7,N,3,Normal,None,High,GREEN_S,45
33,22,18,27,79.5,75.8,86.4,72.2,W,16,Ambulance,E,Severe,GREEN_E,35
1,11,11,2,62.4,35.8,49.5,20.8,W,34,Breakdown,W,Moderate,GREEN_N,37
49,43,41,55,93.6,100,100,100,W,23,Ambulance,S,Severe,GREEN_S,35
13,25,19,23,55.7,53,60,52.6,N,17,Ambulance,E,Moderate,GREEN_E,35
20,23,15,26,50.4,54.4,50.5,54.9,W,20,Normal,None,Moderate,GREEN_W,50
40,46,39,39,100,100,91.9,100,W,52,Breakdown,S,Severe,GREEN_N,60
32,32,45,38,91,92.9,100,100,W,29,Ambulance,W,Severe,GREEN_W,35
15,25,14,18,73.1,58.4,51.2,51.6,W,1,Normal,None,High,GREEN_N,46
2,10,4,7,19.8,39.7,28.5,50.6,S,42,Normal,None,Moderate,GREEN_W,46
34,37,44,37,98.9,98.4,100,97.6,S,24,Normal,None,Severe,GREEN_E,59
43,46,41,38,100,100,100,100,N,27,Ambulance,W,Severe,GREEN_W,35
34,40,27,32,70.4,72,74,71.4,E,14,Ambulance,E,High,GREEN_E,35
49,37,53,54,100,98,98.7,100,W,24,Ambulance,N,Severe,GREEN_N,35
26,31,34,28,72.5,69.6,70.4,79.9,N,18,Breakdown,E,High,GREEN_W,62
1,10,6,1,25,47.9,39.7,11.6,S,26,Ambulance,S,Moderate,GREEN_S,35
11,26,12,27,77.7,66.7,55.7,60.6,E,6,Ambulance,N,High,GREEN_N,35
10,20,11,24,44.2,61,50,59.2,E,10,Breakdown,E,Moderate,GREEN_S,39
35,32,41,41,95,79.3,80.7,75.9,N,49,Normal,None,Severe,GREEN_N,70
30,26,31,21,92.5,70.2,82.6,73.8,E,8,Ambulance,N,Severe,GREEN_N,35
48,45,53,45,100,100,96.1,99,S,2,Normal,None,Severe,GREEN_N,62
15,12,10,9,45.5,28,33.8,22.7,S,16,Ambulance,N,Moderate,GREEN_N,35
35,32,27,42,71.6,89,66.3,81.9,W,32,Normal,None,Severe,GREEN_S,63
2,6,14,8,16.8,59.2,50.3,24.6,S,22,Ambulance,S,Moderate,GREEN_S,35
13,1,8,5,52.9,18.8,27.5,59,E,46,Normal,None,Moderate,GREEN_W,48
5,11,3,13,26.9,41,19.2,41.8,W,20,Ambulance,W,Moderate,GREEN_W,35
28,37,36,39,74.3,73.1,87.5,76.2,S,1,Ambulance,E,Severe,GREEN_E,35
11,8,12,7,49,25.8,40.8,26,S,30,Ambulance,N,Moderate,GREEN_N,35
41,38,34,32,69.8,70.3,82.4,75.3,E,30,Ambulance,E,High,GREEN_E,35
6,4,2,5,36.6,28.5,48.7,41.1,N,13,Normal,None,Moderate,GREEN_E,39
20,40,38,25,71.9,93.9,80.2,70,S,6,Normal,None,Severe,GREEN_S,61
28,20,27,17,65.7,56.3,52.5,47.9,N,28,Ambulance,N,Moderate,GREEN_N,35
21,30,26,19,71.5,82,88.2,77.7,W,1,Ambulance,E,Severe,GREEN_E,35
6,8,1,6,29.2,41.5,14.4,50.5,E,1,Breakdown,N,Moderate,GREEN_W,35
23,27,11,9,56.4,55.9,54.4,43.2,E,41,Breakdown,E,Moderate,GREEN_N,45
9,7,2,14,56,21.7,24.7,48.2,E,5,Normal,None,Moderate,GREEN_N,41
12,28,22,26,48.3,62.5,48.9,61.2,W,21,Breakdown,N,Moderate,GREEN_S,31
6,1,4,8,42.9,15.3,20.4,34.9,W,23,Ambulance,N,Low,GREEN_N,35
18,21,26,20,54.3,54.3,51,64.6,N,48,Normal,None,High,GREEN_W,58
34,52,38,40,90.1,100,100,94.3,E,57,Normal,None,Severe,GREEN_S,76
9,10,20,26,50,42.4,65.4,74.5,W,31,Ambulance,W,High,GREEN_W,35
16,25,19,16,54.1,61.9,57.2,69.4,E,20,Ambulance,W,High,GREEN_W,35
13,7,9,4,42.9,57.4,27.8,29,E,6,Normal,None,Moderate,GREEN_S,32
5,13,13,7,26.4,40.9,53.6,33.3,W,6,Normal,None,Moderate,GREEN_E,37
17,14,15,26,62,55.4,67.3,61.7,W,1,Normal,None,High,GREEN_E,47
34,55,41,53,91.9,100,98.1,100,S,23,Normal,None,Severe,GREEN_S,77
28,14,23,26,61.1,53.5,52.3,53.2,W,3,Ambulance,N,Moderate,GREEN_N,35
9,22,15,14,57.4,64.7,59.2,73.9,N,27,Normal,None,High,GREEN_W,47
25,38,24,33,75.9,71.7,66.7,74,W,17,Ambulance,N,High,GREEN_N,35
48,32,36,51,100,100,100,100,S,41,Normal,None,Severe,GREEN_W,59
22,16,10,27,59.7,54.8,51.3,69.6,S,18,Normal,None,High,GREEN_W,54
13,11,5,2,33.8,32.6,39.3,13,S,12,Ambulance,E,Low,GREEN_E,35
24,41,21,20,79.2,89.6,78.1,76.7,S,9,Breakdown,W,Severe,GREEN_S,69
34,20,39,42,79.4,77.7,84.1,93.2,N,33,Normal,None,Severe,GREEN_W,73
40,22,32,24,90.7,79.6,72.7,75.3,E,35,Normal,None,Severe,GREEN_N,59
51,32,43,36,100,97,100,95.5,E,26,Ambulance,N,Severe,GREEN_N,35
32,48,47,32,95.5,100,100,100,S,6,Ambulance,W,Severe,GREEN_W,35
41,18,37,38,73.2,84.6,72.5,69.7,W,22,Ambulance,S,High,GREEN_S,35
51,36,42,32,98.2,100,100,97.9,W,45,Normal,None,Severe,GREEN_S,55
27,33,25,40,79.1,81,89.8,71.4,S,13,Ambulance,E,Severe,GREEN_E,35
2,7,5,11,15.2,24.8,29.5,50.3,N,5,Normal,None,Low,GREEN_W,19
35,29,33,32,77.1,73.2,83.7,74.1,E,11,Ambulance,E,Severe,GREEN_E,35
14,4,5,9,50.2,18.3,30.2,29.3,S,27,Normal,None,Moderate,GREEN_N,42
26,23,42,27,81.8,98,86.9,76.4,S,46,Breakdown,N,Severe,GREEN_S,65
1,5,8,1,16.7,54.1,46.3,26.5,S,2,Ambulance,S,Moderate,GREEN_S,35
4,13,7,10,19.5,37.3,32.7,41,S,17,Ambulance,W,Moderate,GREEN_W,35
2,7,2,1,23.7,58.6,64.5,19.8,E,26,Ambulance,E,Moderate,GREEN_E,35
14,12,14,12,58.2,47.4,72.5,50.1,S,27,Ambulance,E,High,GREEN_E,35
